Rate = 10Gbps	Pktsize = 64	heavy_weight = 310	input = 9.5692e6	Output = 9.5692e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 620	input = 8.3965e6	Output = 8.3965e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 930	input = 7.6365e6	Output = 7.6365e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 1240	input = 6.9841e6	Output = 6.9841e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 1550	input = 6.4049e6	Output = 6.4049e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 1860	input = 5.9891e6	Output = 5.9891e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 2170	input = 5.5948e6	Output = 5.5948e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 2480	input = 5.2437e6	Output = 5.2437e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 2790	input = 4.9349e6	Output = 4.9349e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 3100	input = 4.6602e6	Output = 4.6602e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 3410	input = 4.4184e6	Output = 4.4184e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 3720	input = 4.2011e6	Output = 4.2011e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 4030	input = 3.9887e6	Output = 3.9887e6
Rate = 10Gbps	Pktsize = 64	heavy_weight = 4340	input = 3.8108e6	Output = 3.8108e6
