########################

Total=rx_miss+vpp_input;
This may not be correct always since rx_miss counter in vpp is not udated after every vector. This may account to slight  +- error in measurement

########################

FAIRDROP_CPU_310_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.23	VPP_INPUT_RATE:	8.33	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	8.33	TOTAL_RATE:	14.87
FAIRDROP_CPU_310_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	5.08	VPP_INPUT_RATE:	9.6	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	9.6	TOTAL_RATE:	14.87

FAIRDROP_CPU_620_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.84	VPP_INPUT_RATE:	7.65	VPP_DROP_RATE:	0.2	VPP_OUTPUT_RATE	7.45	TOTAL_RATE:	14.88
FAIRDROP_CPU_620_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.21	VPP_INPUT_RATE:	8.42	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	8.42	TOTAL_RATE:	14.88

FAIRDROP_CPU_930_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.78	VPP_INPUT_RATE:	7.74	VPP_DROP_RATE:	0.4	VPP_OUTPUT_RATE	7.34	TOTAL_RATE:	14.88
FAIRDROP_CPU_930_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.9	VPP_INPUT_RATE:	7.65	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	7.65	TOTAL_RATE:	14.87

FAIRDROP_CPU_1240_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.86	VPP_INPUT_RATE:	7.7	VPP_DROP_RATE:	0.48	VPP_OUTPUT_RATE	7.22	TOTAL_RATE:	14.87
FAIRDROP_CPU_1240_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	7.5	VPP_INPUT_RATE:	7.0	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	7.0	TOTAL_RATE:	14.87

FAIRDROP_CPU_1550_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.8	VPP_INPUT_RATE:	7.69	VPP_DROP_RATE:	0.54	VPP_OUTPUT_RATE	7.16	TOTAL_RATE:	14.87
FAIRDROP_CPU_1550_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	8.1	VPP_INPUT_RATE:	6.42	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	6.42	TOTAL_RATE:	14.87

FAIRDROP_CPU_1860_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	8.39	VPP_INPUT_RATE:	6.07	VPP_DROP_RATE:	0.48	VPP_OUTPUT_RATE	5.6	TOTAL_RATE:	14.87
FAIRDROP_CPU_1860_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	8.5	VPP_INPUT_RATE:	6.01	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	6.01	TOTAL_RATE:	14.87

FAIRDROP_CPU_2170_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.94	VPP_INPUT_RATE:	7.61	VPP_DROP_RATE:	0.6	VPP_OUTPUT_RATE	7.01	TOTAL_RATE:	14.88
FAIRDROP_CPU_2170_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	8.95	VPP_INPUT_RATE:	5.6	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	5.6	TOTAL_RATE:	14.87

FAIRDROP_CPU_2480_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	7.04	VPP_INPUT_RATE:	7.51	VPP_DROP_RATE:	0.61	VPP_OUTPUT_RATE	6.9	TOTAL_RATE:	14.87
FAIRDROP_CPU_2480_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	9.2	VPP_INPUT_RATE:	5.25	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	5.25	TOTAL_RATE:	14.87

FAIRDROP_CPU_2790_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.89	VPP_INPUT_RATE:	7.68	VPP_DROP_RATE:	0.65	VPP_OUTPUT_RATE	7.03	TOTAL_RATE:	14.86
FAIRDROP_CPU_2790_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	9.44	VPP_INPUT_RATE:	4.94	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	4.94	TOTAL_RATE:	14.87

FAIRDROP_CPU_3100_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	7.02	VPP_INPUT_RATE:	7.47	VPP_DROP_RATE:	0.63	VPP_OUTPUT_RATE	6.84	TOTAL_RATE:	14.87
FAIRDROP_CPU_3100_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	9.71	VPP_INPUT_RATE:	4.67	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	4.67	TOTAL_RATE:	14.88

FAIRDROP_CPU_3410_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.96	VPP_INPUT_RATE:	7.61	VPP_DROP_RATE:	0.67	VPP_OUTPUT_RATE	6.93	TOTAL_RATE:	14.87
FAIRDROP_CPU_3410_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	9.87	VPP_INPUT_RATE:	4.43	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	4.43	TOTAL_RATE:	14.87

FAIRDROP_CPU_3720_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	7.06	VPP_INPUT_RATE:	7.49	VPP_DROP_RATE:	0.66	VPP_OUTPUT_RATE	6.83	TOTAL_RATE:	14.87
FAIRDROP_CPU_3720_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	10.18	VPP_INPUT_RATE:	4.21	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	4.21	TOTAL_RATE:	14.87

FAIRDROP_CPU_4030_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.91	VPP_INPUT_RATE:	7.63	VPP_DROP_RATE:	0.67	VPP_OUTPUT_RATE	6.95	TOTAL_RATE:	14.88
FAIRDROP_CPU_4030_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	10.41	VPP_INPUT_RATE:	4.0	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	4.0	TOTAL_RATE:	14.87

FAIRDROP_CPU_4340_2_FAIRFXSIZE	PKT-SIZE: 64	RX_MISS_RATE:	6.9	VPP_INPUT_RATE:	7.58	VPP_DROP_RATE:	0.67	VPP_OUTPUT_RATE	6.91	TOTAL_RATE:	14.87
FAIRDROP_CPU_4340_2_TAILSIZE	PKT-SIZE: 64	RX_MISS_RATE:	10.53	VPP_INPUT_RATE:	3.82	VPP_DROP_RATE:	0.0	VPP_OUTPUT_RATE	3.82	TOTAL_RATE:	14.87

