310	160	Throughput_Fairness_index	0.9999761849	Cycles_Fairness_index	0.9999761849
620	160	Throughput_Fairness_index	0.949778157288	Cycles_Fairness_index	0.987619161129
930	160	Throughput_Fairness_index	0.851300736841	Cycles_Fairness_index	0.989352730022
1240	160	Throughput_Fairness_index	0.774097832485	Cycles_Fairness_index	0.992234917864
1550	160	Throughput_Fairness_index	0.725886535252	Cycles_Fairness_index	0.992255079891
1860	160	Throughput_Fairness_index	0.715936214061	Cycles_Fairness_index	0.977006334501
2170	160	Throughput_Fairness_index	0.677821925284	Cycles_Fairness_index	0.984512814509
2480	160	Throughput_Fairness_index	0.648335533963	Cycles_Fairness_index	0.990742862961
2790	160	Throughput_Fairness_index	0.660958535058	Cycles_Fairness_index	0.962925788447
3100	160	Throughput_Fairness_index	0.624129502412	Cycles_Fairness_index	0.986846834811
3410	160	Throughput_Fairness_index	0.620080080764	Cycles_Fairness_index	0.979274054511
3720	160	Throughput_Fairness_index	0.60239043104	Cycles_Fairness_index	0.988496382117
4030	160	Throughput_Fairness_index	0.593678320571	Cycles_Fairness_index	0.989579944597
4340	160	Throughput_Fairness_index	0.604313607048	Cycles_Fairness_index	0.964284557521
