177187.05	3010998242
177142.54	976153682
177141.55	2122681738
177125.22	1434910422
176813.99	3942921252
176800.32	1649604500
176793.51	2947503612
176789.86	2225874592
175526.97	3376465080
175525.99	1075185416
175507.93	4157820474
175488.73	79521488
175409.33	1230079176
175376.86	2381030752
175376.62	3221702520
175356.58	234546448
174992.25	653891148
174978.09	3704634726
174959.54	2558221502
174955.93	288202510
